file_name,md5,label,CPU,family,first_seen,size,is_packed,packer_info,packing_algorithm,UPX(3.94),UPX(3.95),UPX(4.02)
00004117e997c735b516085c803d30338fcc75ac8c3fbaa0c16366d62d18bf7f,b30f244055daa0fb1498d681f5c112b4,Malware,Intel 80386,xorddos,2021-11-02 20:31:08,625900.0,False,,,True,True,True
0001bcf8d895a3fea9df436501e5b060e62c23174e60d5a0130425ae2fe6b115,1dd21765b118ee412077b499d20d9154,Malware,Intel 80386,xorddos,2021-08-31 12:58:50,625828.0,False,,,True,True,True
0001882b56195fd2660bcc33863490c4cf0c2d83131fa039a3b64b14d3940101,6aa14a6701d3a668abfe628cc3de3282,Malware,Intel 80386,xorddos,2021-12-07 13:32:25,625828.0,False,,,True,True,True
0001b9ef92e3a3cca7dea8417a6091c7306036a6b5f942344ca08cb295b9cfec,423de03677c7551d7d0d4b89b5e343c2,Malware,Intel 80386,xorddos,2022-05-23 21:15:01,625900.0,False,,,True,True,True
0000aaf277d33b3f08f64660447b8f5b268b56add4c39bdc5b39caef5c42da0e,363295edb1540cc765946c65a62a99fa,Malware,Intel 80386,xorddos,2022-10-14 19:34:39,625839.0,False,,,True,True,True
0001d9aa76dba299cc99cdb8dc697f9f55229e53f10ae0042b5e9ba25dab7bde,c8385d2739e4826e22dee747cdb856f5,Malware,Intel 80386,xorddos,2022-10-09 17:43:13,610342.0,False,,,True,True,True
00010a62f928d47a1f6a022116a07339b1a5980b53d7d1ab5684d4298f7152bf,707250697370d0902d2a725566d88b93,Malware,Intel 80386,xorddos,2022-04-03 17:16:13,625900.0,False,,,True,True,True
00012aff750581f0bcd515ed179c94b68cd4d57fa0d64be0d8c42bc826cf2ae1,020371928fbfdab63c93d122dcf545c4,Malware,Intel 80386,xorddos,2022-12-30 13:36:35,610342.0,False,,,True,True,True
000219ceb9f314a23f79040f69b71274488614463bae2cfcade4ce0a808d3291,826bf52a1a450f9ae574424c963c7fec,Malware,Intel 80386,xorddos,2023-03-05 19:06:25,625911.0,False,,,True,True,True
0000b86d31d2f4bbf23c844ee9c1590b8ce0bb4eda966ca68dbc08f371c71cf2,1ed362c29900d11a7639a7d001fb5375,Malware,Intel 80386,xorddos,2022-11-04 01:00:41,625839.0,False,,,True,True,True
00006720a7a6a00a73e8539ac3ad66096b64f980dff9a5f42eb9324cc9a552e7,3feaf7cd83a35fff2b9e70f97a60dcd0,Malware,Intel 80386,xorddos,2022-10-28 00:50:10,625889.0,False,,,True,True,True
00014364023068855f5ed4eda623874f446e1195cdda24951245bb5381ec3634,96e5f7fdef7e77d2074c220eb06dd1c6,Malware,Intel 80386,xorddos,2022-12-14 14:53:38,625839.0,False,,,True,True,True
00009f869b74d9d5b8da7d1780fb332b490c5933db7ec737fa1f30b6e5cc6497,1161ecb573326afc357019c16f693ae1,Malware,Intel 80386,xorddos,2021-11-27 17:55:32,610342.0,False,,,True,True,True
00024aca3db505fd1352d2a02d2a9c8b731845788a8fee69396ed160e652e40e,1bf711485620f694bd991315183e70ee,Malware,Intel 80386,xorddos,2021-10-18 12:35:18,625900.0,False,,,True,True,True
0001f6262d72ed39b51a6e2f6beef21b7854dd6550f276da7769ae832b523e4f,ca497c4f8f7b6ada9da5c12dcc68eac0,Malware,Intel 80386,xorddos,2022-12-03 02:05:13,625900.0,False,,,True,True,True
0001f05b1454c22a3cae4c36b9241178493f55970e3490d4ffd180018936911c,b95993c007167c7e8a27a1293642a073,Malware,Intel 80386,xorddos,2023-02-27 04:45:59,625878.0,False,,,True,True,True
0001dbd244b2d7a2340b83e37a014c6d00059f405e50cf6a54f4c23b8733fcd6,186ec6a514daaea9c27177790e1ab430,Malware,Intel 80386,xorddos,2022-10-09 17:23:28,610353.0,False,,,True,True,True
000129b7324cc3e2086131ed646383c46f9f684dbd5959b616cc2b67e10b945a,521b95548e4a91ae38df69fd2545a9e0,Malware,Intel 80386,xorddos,2020-08-07 02:28:59,625878.0,False,,,True,True,True
00013cd893b5efa020d2c07ebb548b5d84fd67809ee989cfef7883763ab4e2b7,e7ce1faeff067af015c49dcf73a1f97a,Malware,Intel 80386,xorddos,2022-12-25 05:22:30,625900.0,False,,,True,True,True
0000219b9b4fc46bff86663344ef17c7ae34654ff63bbb070f9362ad69452118,977c790d0e151a6e5b95d8b733b6c8aa,Malware,Intel 80386,xorddos,2021-11-29 19:02:12,610331.0,False,,,True,True,True
00017165b946ccd8f88e43da23e9567ce7538fa7af696b2887b8499a39e5ed1a,dc3c85610300ba0236541e9f9e3a1925,Malware,Intel 80386,xorddos,2022-03-21 16:26:58,625900.0,False,,,True,True,True
0002216b53dd7cc519f29588c5d38b5cbd2f65fa7c4e735e909552c0bd9f576a,d497766ef3edded1e2c2ecc129e4738a,Malware,Intel 80386,xorddos,2022-05-15 23:01:37,625938.0,False,,,True,True,True
000276228beaa67b9a5e12b88b613f740cb5562fe036e21c4ba898afee9769d0,bb1c29d6ef7d428a86a0c40091d41946,Malware,Intel 80386,xorddos,2022-06-04 00:03:10,548715.0,False,,,True,True,True
000266b34bfcd9468e43b7d0810215cbf46684e91964b16e80c4fc936ebb3dca,6976d87e7f5ef00a30656d0b5960b695,Malware,Intel 80386,xorddos,2021-10-25 17:05:53,625889.0,False,,,True,True,True
00027c471154d1ed8ecd0b22f268c9dd2d36114139985cbc38d965adb9f885cf,69a78cb02adff9c717293f09073fd177,Malware,Intel 80386,xorddos,2023-02-20 17:06:47,625889.0,False,,,True,True,True
0002a300c1176dc509435e0aed0af7bc4c7fb18fa4c0c0a78a1abade9061564c,dc0239a1580f9cd72d77527a5b4aa2cd,Malware,Intel 80386,xorddos,2021-11-29 19:02:31,625655.0,False,,,True,True,True
000296aefef937672061e7ccbc028797da6a2807f25de7297000315244ce9ac8,115e98a0458318b4ab93bb10c3d9afff,Malware,Intel 80386,xorddos,2022-04-05 21:40:36,625922.0,False,,,True,True,True
00026dccd13690b1924196370be3a8e9ee792dde08a100bb816fe0452e97fc53,c7d58484cb33ece5a6099a989ff4115d,Malware,Intel 80386,xorddos,2023-02-24 15:10:55,625850.0,False,,,True,True,True
0003a54b374e35c339ec4a3f71f45bdb57da89617e4bff35bcbe27070b2692ed,f63e6b5935858b1f02e7e6ec1ad11356,Malware,Intel 80386,xorddos,2022-10-01 12:46:18,610342.0,False,,,True,True,True
0002b299d3871c1013ca0682db4a187e117b7223c0503551e206071bfc54f7b1,1bc3cd344a44aacb105ea8d933cd4ab7,Malware,Intel 80386,xorddos,2022-11-22 13:34:48,610353.0,False,,,True,True,True
00030ce03260508de586a05e1c5a0bb7cad27e846b97392932797a5997aa7773,4174c70b7c49297a94db88035467bed3,Malware,Intel 80386,xorddos,2022-06-02 23:23:57,625850.0,False,,,True,True,True
0003d114223a03d62412ff2ebf7a1f31f5790d9e1ee4109dc34d44a23057eb74,42c72fa50f4f6ee385aacc2c88d9d9f7,Malware,Intel 80386,xorddos,2022-12-08 13:33:55,610342.0,False,,,True,True,True
00032433acbf46b94db48239b3f1e9ba589f45de4830a057cd07a8f02f449998,cbce9c4ef5a7947a59d6db27ba12996a,Malware,Intel 80386,xorddos,2022-04-01 21:01:14,625655.0,False,,,True,True,True
000552fd06d804d0882c6482ef55c7e50d2abc908b0b92fe08ddda98194ee1db,3dba4f673acf685f0c60afffe1f4d06e,Malware,Intel 80386,xorddos,2022-06-01 21:47:39,548671.0,False,,,True,True,True
00033036d3cd48038bfb909ceabb7041e879741163b8d06d21e1ea52d5a63573,0d4d01e00181f88e8fb0375664660c9a,Malware,Intel 80386,xorddos,2021-10-30 12:39:45,610331.0,False,,,True,True,True
0002b2bd17341de41a2cb7bf701fdddc457f4644162d80ba8f9b7611baa20ae6,4bfe9349881ee1297c30f5556a282fb5,Malware,Intel 80386,xorddos,2021-11-04 04:30:21,610342.0,False,,,True,True,True
00039efff0a55b082cfcf943e9de8f97021abdf31a348c8cf702a06cc5a5d1f5,d3a038c6b0c37845be2fb06d1314ab57,Malware,Intel 80386,xorddos,2022-05-30 00:09:30,625911.0,False,,,True,True,True
0002f7cbc10cfea832f117d66dea2d33e6ca1d5cea57d9af0784255e0112d658,3b4ce1333614cd21c109054630e959b9,Malware,Intel 80386,xorddos,2022-06-17 16:03:55,610342.0,False,,,True,True,True
0003c07cb7e3f23dc9426b38b8357b4bd62bfb4df294fafb5261ca041d3cbfd8,7f314800aa2291a58d8416e82a39cf57,Malware,Intel 80386,xorddos,2021-07-25 00:46:15,625878.0,False,,,True,True,True
0003d80e5207e9123503808034338e9604da52d23c07bba86ca893198082b261,bde7bbc56a1f23a7e171dfa0ac76aec4,Malware,Intel 80386,xorddos,2022-02-22 06:55:43,610342.0,False,,,True,True,True
0004d7dd2edb6e8338d3158be8655d0671e5cb8fa6baa5694af30d78fd2b7531,93ee445bff936de1d9bb9a4f4d6a351d,Malware,Intel 80386,xorddos,2022-09-13 17:35:06,625889.0,False,,,True,True,True
00035fc2af9641e801f7b8a4fc27ad2c321e7d0987ce33169292390a35d7d8b2,ca08b8b3d1136408c0c632d718faf32b,Malware,Intel 80386,xorddos,2021-10-26 12:56:07,625839.0,False,,,True,True,True
00035abed82d1eb5abbe05ad3d6f56afe58ff7e033457b6a401ae9bbc9faee36,67bcae373d29caefb988087453f5374b,Malware,Intel 80386,xorddos,2023-01-25 01:38:08,625850.0,False,,,True,True,True
000561996bd109c2363fe1bc2ccf765a91bb2e66ae9c51c4367d4c77c0a5cfa7,879861d2ebee1c99a426641acc3eb694,Malware,Intel 80386,xorddos,2022-09-13 08:26:10,610353.0,False,,,True,True,True
00044d0add14f023b7d4a61773115760fbcf78a5cd31d5cc948c67effdf18786,4077b98aca6653e9503b4c232be2400c,Malware,Intel 80386,xorddos,2021-11-27 17:41:06,625828.0,False,,,True,True,True
000364bfe2af3208fa2ab4d10308a644d67b934a55895687d514dc8da4875415,6ce2618a97891d1ba6018bc536fd7452,Malware,Intel 80386,xorddos,2021-12-02 11:12:21,625839.0,False,,,True,True,True
0003b4a7d962c2ec9ee442138325735627383b37ea30b8bf26b16690793438e5,1953783b991b7633926351f70cec5934,Malware,Intel 80386,xorddos,2022-02-02 17:41:45,610342.0,False,,,True,True,True
00041be8daa6339ea4f9ea061fff840ca2a03f888f598b0e17f0893455366d26,39d126eb7b323c6a4c2c671c761d814f,Malware,Intel 80386,xorddos,2022-01-09 09:34:50,625900.0,False,,,True,True,True
0004825cc63e27d9edf5d2a819fae241d8c4aaaad0a55560b3d25e7864abb1bc,b78853727877e2d58e8a3b334e3e7e77,Malware,Intel 80386,xorddos,2022-10-17 12:32:05,625900.0,False,,,True,True,True
00050bd2cbfbe92247272a6bca3dd949cd3ef06fa0040e570c5f75af28467fd0,3328c8bb3b0dc36fb914efabcf5c2f92,Malware,Intel 80386,xorddos,2023-02-09 17:25:08,625839.0,False,,,True,True,True
00041926870bb7c49256227e16954ab4ebc71c0bb9d364375aa197d4d92bdec3,d3965925faa0932a1c9a888e8e7001e9,Malware,Intel 80386,xorddos,2022-02-23 21:20:23,625900.0,False,,,True,True,True
0004ad6b0d76fe0dbc850bd2d2adbdc7025b058a373e47c08217b29d6e45f780,4e32535bc3871897e08364567c811724,Malware,Intel 80386,xorddos,2021-10-09 12:19:31,625911.0,False,,,True,True,True
00042e5b8357bb9da5d1ba80f9f39abe1cefa6891eb0fb41a972988dc5db8de5,1531dad48ba9c10eb00f8c083c8b4a6f,Malware,Intel 80386,xorddos,2022-09-13 05:15:47,610353.0,False,,,True,True,True
0003e842d5bddee019f1f6f86d7d765f0ec2b80e39b2f5b354f504d552c40aea,6282d776ebe3a38296970f2634adde80,Malware,Intel 80386,xorddos,2022-02-02 17:36:18,610364.0,False,,,True,True,True
000574710de242cbd40806a5a93722495af890ecdafacc6e99c74464b6d93153,6c60232d5464b28cb5b039d67de86339,Malware,Intel 80386,xorddos,2022-03-04 09:38:01,625900.0,False,,,True,True,True
0004c4e772a680d0cc49ae2b76cff3d441b85b3852fc49ee28f5f2193bdfac3d,1399daa2d23833d811b8ccdeff9669df,Malware,Intel 80386,xorddos,2021-11-17 17:58:13,610331.0,False,,,True,True,True
00055420fe7c2933c7da92373ac8ebf159b9172273154a7781275048efadfae6,2c7940ba637d82a6e0c849ace162841b,Malware,Intel 80386,xorddos,2023-03-01 05:20:16,625900.0,False,,,True,True,True
0003deedac0a9f3395fb688c52f77289d6c280c01a2431e51e8d1d30241ea126,f116e908423653ac26e3c7e55e435ce6,Malware,Intel 80386,xorddos,2022-03-11 17:50:41,625828.0,False,,,True,True,True
00049296fdae39fc036de42128fac526b682ef2bd68e3726e746138d6915adb3,d284299ee1ccb6ceef8f0419120b19a1,Malware,Intel 80386,xorddos,2022-12-29 13:42:38,610331.0,False,,,True,True,True
00056b41a71cc54302f075e2e3e99ae93f10649b28c5e4358a792d088b1d3543,a6b511e353c9548be0720173582c6db2,Malware,Intel 80386,xorddos,2022-11-04 01:16:16,625900.0,False,,,True,True,True
00041c66f08be011fc9a0e26fcef2d629d2943bdfbaa03840e8dfe5bc6b83965,a60033cf8d98ba0ea2f37d73e66114a3,Malware,Intel 80386,xorddos,2022-01-31 19:25:23,625900.0,False,,,True,True,True
0005525e186136aa0fdb2b2944ceba755c0dbaef6a933d0cee339a25e03f5192,290d244c75f2967f7e85826dabcddf38,Malware,Intel 80386,xorddos,2022-02-04 22:26:06,625900.0,False,,,True,True,True
0004a1efa5703e87adb1facbc551a58c9e9fc50d11197e7ab2a7d19ee067aa56,da6dd22adc553a35cb82cd842650711a,Malware,Intel 80386,xorddos,2022-02-01 05:58:27,610331.0,False,,,True,True,True
000507800ac700dea458005ea58534cc6356b8dc177f62fd4a83bca37cca96a9,12efe62c53b0244d8cc15d2d33cfe552,Malware,Intel 80386,xorddos,2022-01-15 09:18:45,625889.0,False,,,True,True,True
000609beec1ba0f3f2dde33aead1f17ef85283b901799a21c13cbeca4bc7d5a8,a28f9fa79c013a964be56d9965e29481,Malware,Intel 80386,xorddos,2022-01-26 09:42:49,610342.0,False,,,True,True,True
0005f028de2f3ad185409dfb892007a66f4fb05ea0a13f36e718ba0dc1e6aee0,4263fb1ad8156b1db8ea5490fc308541,Malware,Intel 80386,xorddos,2022-06-04 20:24:58,610342.0,False,,,True,True,True
0005c05f9383b8cd3875e61d9572162fce82a88c32d34d2b51771d2e8f62f98a,aaa298a51a718e4f7c7632f98cd46bf4,Malware,Intel 80386,xorddos,2022-06-02 12:41:48,625911.0,False,,,True,True,True
0005d0c85c2a55e93b5845c43d011e69b4a338c706e4fc2c5ceb09aa4cabf40e,40b161267352d8ee84ee0f344d81ed3e,Malware,Intel 80386,xorddos,2022-04-08 21:39:31,625911.0,False,,,True,True,True
00061148bd936721f5b99ad7c97dca22fcebe39ee47b9bd746391a649bf09868,36849090702bfd9283e26b6b4f2743b0,Malware,Intel 80386,xorddos,2022-10-10 13:10:26,625889.0,False,,,True,True,True
0005e359251ebded2f02c9f1d87225cc625c409c6dcb96bbff400993285cf0c1,db281ae42efbe6d4dc4fadcddbf6805a,Malware,Intel 80386,xorddos,2022-01-07 09:06:38,625900.0,False,,,True,True,True
00061c1ae88b189096d1e1e3af2d12b4584d91b4c84ca3a4bfcbbf192dab5ab4,894d23c6607eab1e7ce245ef67b79307,Malware,Intel 80386,xorddos,2022-01-06 13:51:33,610331.0,False,,,True,True,True
00069085db3f430388bececa2f4717fcdb948b24fa98603c706a9cd2f2fb8033,471b2ebf43e2fb2fb8bee73622107447,Malware,Intel 80386,xorddos,2022-05-30 00:15:17,548660.0,False,,,True,True,True
0006bb597f9f58a6d7069d979ed5ccd7c2e4d87551152b7547007db8d641e05b,f71cefca935da61b6f3719d2726b5ca7,Malware,Intel 80386,xorddos,2022-05-30 04:47:43,625900.0,False,,,True,True,True
00080306516c515f354ac2f83b3c1fbc8e3dd1ab4ebd3849f21375ff95445bad,8faa2bcf5ea6b7fc0ab9927a77eaaba6,Malware,Intel 80386,xorddos,2022-05-23 21:26:02,548660.0,False,,,True,True,True
00063dc7175b5bd713561ce91a83a414a3e45389831bcf388272bee399569313,4398f3be012d142348815b8df998ee2a,Malware,Intel 80386,xorddos,2021-12-17 17:31:24,625900.0,False,,,True,True,True
00069347bf46ab1c3a3dbb38939199c5929387d20cc9b2dbd47e187a4ac29c56,7161e8a814d1950d123539e087073dd0,Malware,Intel 80386,xorddos,2022-01-29 22:47:27,625900.0,False,,,True,True,True
00065c5c72b4459a23c3a0731d375a52b7f597a735ffc91ef96136d3cdcac731,2c5568d728f314ab58159e9b39069965,Malware,Intel 80386,xorddos,2022-05-27 18:28:31,610353.0,False,,,True,True,True
00094ad990d7836fcdb39bfcc393b4dbe2a2c556c0d0f90453606730ce57232d,89a35d62dc7097f156a702f4ab6fd407,Malware,Intel 80386,xorddos,2023-01-19 10:17:56,548660.0,False,,,True,True,True
000669fe72f33bd7e38fb22844591dcde8628f61c5f1905e8fd993f5ca6c2523,2b2b5c6efa84f8ad1e88a2d7b33d2a50,Malware,Intel 80386,xorddos,2022-03-24 21:10:11,625900.0,False,,,True,True,True
000664213ab67dd2e948028062ddd0e5b5046d31506f9e148de75be10dc8f09b,5806a00e4c1a3afd54a911d2809c8eb1,Malware,Intel 80386,xorddos,2022-01-10 06:43:33,625900.0,False,,,True,True,True
0006a3747c7abdf90fdb91f26db7f1969362d9bd519ad8c5c7297a887a6142a6,9af0a03d32b5c47f89896e06b65b792c,Malware,Intel 80386,xorddos,2022-05-16 01:42:18,625900.0,False,,,True,True,True
0007e57fc0d505fd310af1e22b90efcc5f30f66509cc1cd7b9f71b32ab15f774,df631ddcbdbfb249c62ad4ce45673a94,Malware,Intel 80386,xorddos,2022-01-13 01:43:10,548638.0,False,,,True,True,True
0006bbcf5c743905b79f8f49403ecb235ea9c5bf0339e7d17a86830ee699e59b,1b68cee1bd71ce18e9bf06a8a575aa10,Malware,Intel 80386,xorddos,2021-12-08 18:12:07,625900.0,False,,,True,True,True
0008789509fe1431e155944443ec3faf7be01ae83b30447c453650a4c6dcfc1d,56d1b803e825971552ac6e6464871b0b,Malware,Intel 80386,xorddos,2023-03-06 01:50:47,548660.0,False,,,True,True,True
0006b13c5c2b60111b690ef664b5c897555b3c77f68abcac25e6a5203f64e12e,90aa7f7bfc5760a07d54af309e69e953,Malware,Intel 80386,xorddos,2022-12-24 13:57:40,610342.0,False,,,True,True,True
00074de1eccf3a938556e5af524dcfc1d147e7ccd40fe811e10642bc4efd0107,fc3656f12fcc070ec32b699f9f895a8e,Malware,Intel 80386,xorddos,2022-04-11 21:54:11,548682.0,False,,,True,True,True
000909312691d020c06b26f28d207fc7266250c353945980ace557e42cdcf6cf,83a364786b9b840c345d60e327c4fff3,Malware,Intel 80386,xorddos,2022-06-06 19:21:23,548660.0,False,,,True,True,True
0006ceb5b3bc82ef53d552835974d59bdfa13cc0652a1854a5f94160f286813e,f70c9c7ab2e4823298395636c7985de2,Malware,Intel 80386,xorddos,2022-03-02 17:20:59,625828.0,False,,,True,True,True
000728dd5271811bf127edb0f63a01c7e2596ba4d810c3aaf9276a428552e2a8,63b2e4f2865aad2ed37a2d89ba023f42,Malware,Intel 80386,xorddos,2021-12-14 06:13:04,625850.0,False,,,True,True,True
00087b2f61a17cfe014210e37c1a667e11ca4a10cad173b0f323f0e5533f498a,eef1297867384801d025719fc21eeed2,Malware,Intel 80386,xorddos,2021-12-11 17:30:03,625828.0,False,,,True,True,True
0006dba810f45355cf71189184ab9d223d14f23ab4f8ef841ee1fe4caf12988d,f0c6338b654627e0f2955b23c532b58f,Malware,Intel 80386,xorddos,2022-11-27 14:06:46,610342.0,False,,,True,True,True
00071cb568cbc4d3288a6d192a232fc7ef3892c949b31eed13b2573702d67377,3be862d1c0ba756752889ce4210d5cdc,Malware,Intel 80386,xorddos,2022-11-08 02:20:40,625828.0,False,,,True,True,True
00081674b4a1c7bd0debe0ddd87d0d245a2279da1645fb202dda8f1542ef686f,07f31bc2998cc17422aca8a2a7164297,Malware,Intel 80386,xorddos,2021-12-08 18:30:25,610331.0,False,,,True,True,True
000751f369c20d7f2f767ad740099568556b2b786553915f53eb8e5ac47f55e4,35745cf3318e5b93aeb91d6b78e756e3,Malware,Intel 80386,xorddos,2021-09-05 17:11:13,625839.0,False,,,True,True,True
0006f256650e4d2ea60069d20b853a51dc31a86efbe22a0bad6ba16b33024306,639e1470b24e2cee9a765569766ce4e4,Malware,Intel 80386,xorddos,2022-03-12 10:26:14,625889.0,False,,,True,True,True
0007572c1ef0a307ad111ff0add22a3d5406011e144441a15c631cf81318fc1f,7cec94350dc88a856f57bc1d9d6af14c,Malware,Intel 80386,xorddos,2022-02-09 01:40:09,625900.0,False,,,True,True,True
00092634e6174993f370a71732d21ce90614333e986a97ea211985a986038fa3,c52f056569d6f36c31c8d27728cffbd8,Malware,Intel 80386,xorddos,2022-01-02 03:16:47,625889.0,False,,,True,True,True
00078147cc01996757cc712985a23ecc9d4c10af8871fad6462041fadb52028a,2c53d66e85168fe63918a01cf2360ffa,Malware,Intel 80386,xorddos,2021-11-25 01:46:31,610320.0,False,,,True,True,True
000836ee6e3af94651b7bf409dabc8a266aac45ba3a9bf4f6ee7ec99487395d8,4136efa343f74b386f88afb39cb7f2c3,Malware,Intel 80386,xorddos,2022-01-15 09:20:08,610342.0,False,,,True,True,True
0007f1bd3115ea48bef41d3a0c5baec74bebbc5ee700d3482ba2a275e0a4e92d,3b44bf165e49057e51f7b5452e10ef0c,Malware,Intel 80386,xorddos,2022-10-07 01:03:52,625889.0,False,,,True,True,True
0007fbac18ad6545434119ee23cbad5e6009a81be9b5fcf4493c5c2cf4f7c996,6f0f0810028db99cc33497c0d62e7200,Malware,Intel 80386,xorddos,2022-05-29 15:50:53,625955.0,False,,,True,True,True
00077ade765bdce91e645994eec2e6717fbecd4689bead540ec2f7b3f95c4ebe,9365b3501f6c6a825c908c1f4304455b,Malware,Intel 80386,xorddos,2022-12-23 13:32:14,625850.0,False,,,True,True,True
000882b1138ec4fafd23cf68d4ed583a1d2d7a5331993bd31fa32d69b8182b24,fb218abbebd35f3bbb860c3bda83cd5a,Malware,Intel 80386,xorddos,2022-05-29 15:49:21,625911.0,False,,,True,True,True
0009149cda1ebe8fed5539dc8c621c37b22396704a8507082323162daa2ada36,d5b1cffe46e5762806e30d05a300c634,Malware,Intel 80386,xorddos,2022-11-25 13:53:31,610353.0,False,,,True,True,True
0008b383612f1de30f5aa0ec92df214a6af90913a249b50e1b3955141cc18cbf,1ea0b6f566b2b855a5b278667c747f66,Malware,Intel 80386,xorddos,2021-11-03 19:08:52,610342.0,False,,,True,True,True
00086d44289946631a9353f9570eaf8fc9599d3e4d43bcc6888672868c18a52e,04b691406866ff2fccea75ff6b6791f6,Malware,Intel 80386,xorddos,2022-06-04 00:27:25,625900.0,False,,,True,True,True
0008935367173335908d98dcd60607f758ac7ee26f94f83b38c90334a75177cf,14ae53f775bc6608d1aec60737a02e3c,Malware,Intel 80386,xorddos,2022-03-12 22:15:28,625911.0,False,,,True,True,True
0008ddfddcf25b411cb8085d9297bc79aeb35cdbc6083a4bc42872ef50ec2636,6373e0f8bed8226b4727b73f2128a68a,Malware,Intel 80386,xorddos,2021-11-25 01:55:28,625889.0,False,,,True,True,True
